Mar 30 2019 14:42:41;69.69;67.0;null;67.82;37.0;null;4;62.26
Mar 30 2019 14:44:42;69.69;67.0;null;67.65;37.0;null;4;62.71
Mar 30 2019 14:46:43;69.69;67.0;null;67.1;39.71;null;4;63.05
Mar 30 2019 14:48:43;69.69;67.0;null;65.99;41.08;null;4;63.61
Mar 30 2019 14:50:44;69.69;67.0;null;64.26;41.45;null;4;64.17
Mar 30 2019 14:52:45;69.69;67.0;null;62.18;41.52;null;4;64.63
Mar 30 2019 14:54:46;69.69;67.0;null;59.71;41.56;null;4;65.19
Mar 30 2019 14:56:47;69.68;67.0;null;57.21;41.56;null;4;65.64
Mar 30 2019 14:58:47;69.66;67.0;null;54.61;41.62;null;4;66.09
Mar 30 2019 15:00:48;69.58;67.0;null;52.22;41.78;null;4;66.31
Mar 30 2019 15:02:49;69.57;67.0;null;49.79;42.69;null;4;66.54
Mar 30 2019 15:04:50;69.57;67.0;null;47.59;44.47;null;4;66.65
Mar 30 2019 15:04:51;69.57;67.0;null;47.55;44.47;null;0;66.65
Mar 30 2019 15:04:52;69.57;67.0;null;47.54;44.5;null;5;66.65
Mar 30 2019 15:05:28;69.53;67.0;null;46.89;44.91;null;0;66.65
Mar 30 2019 15:07:28;69.46;67.0;null;46.3;44.96;null;0;66.54
Mar 30 2019 15:08:46;69.35;67.0;null;46.98;44.97;null;5;66.42
Mar 30 2019 15:09:50;69.35;67.0;null;47.83;45.58;null;4;66.2
Mar 30 2019 15:11:36;69.24;67.0;null;48.47;47.6;null;8;65.86
Mar 30 2019 15:12:51;69.23;67.0;null;48.17;49.19;null;0;65.86
Mar 30 2019 15:14:52;69.1;67.0;null;47.64;51.04;null;0;65.86
Mar 30 2019 15:16:53;69.01;67.0;null;48.38;52.15;null;0;65.64
Mar 30 2019 15:18:53;68.9;67.0;null;49.68;53.67;null;0;65.3
Mar 30 2019 15:20:54;68.79;67.0;null;51.06;55.23;null;0;64.96
Mar 30 2019 15:22:55;68.69;67.0;null;52.38;56.2;null;0;64.51
Mar 30 2019 15:24:56;68.67;67.0;null;53.56;56.71;null;0;64.17
Mar 30 2019 15:26:56;68.57;67.0;null;54.6;56.79;null;0;63.84
Mar 30 2019 15:28:57;68.56;67.0;null;55.53;56.14;null;0;63.61
Mar 30 2019 15:30:58;68.46;67.0;null;56.37;55.7;null;0;63.27
Mar 30 2019 15:32:59;68.45;67.0;null;57.11;55.49;null;0;63.05
Mar 30 2019 15:34:24;68.35;67.0;null;57.6;55.58;null;4;62.94
Mar 30 2019 15:36:25;68.34;67.0;null;57.32;56.09;null;4;62.94
Mar 30 2019 15:36:50;68.34;67.0;null;57.14;56.17;null;8;62.94
Mar 30 2019 15:37:25;68.34;67.0;null;56.92;56.36;null;0;63.05
Mar 30 2019 15:39:25;68.22;67.0;null;56.11;56.87;null;0;63.39
Mar 30 2019 15:41:26;68.22;67.0;null;55.88;56.84;null;0;63.61
Mar 30 2019 15:43:27;68.11;67.0;null;56.27;57.32;null;0;63.61
Mar 30 2019 15:45:27;68.06;67.0;null;56.83;57.78;null;0;63.61
Mar 30 2019 15:47:28;68.0;67.0;null;57.41;58.55;null;0;63.5
Mar 30 2019 15:49:29;67.92;67.0;null;57.99;59.3;null;0;63.39
Mar 30 2019 15:51:30;67.89;67.0;null;58.53;59.88;null;0;63.16
Mar 30 2019 15:53:30;67.87;67.0;null;59.01;60.35;null;0;63.05
Mar 30 2019 15:55:31;67.77;67.0;null;59.45;60.46;null;0;62.94
Mar 30 2019 15:57:32;67.77;67.0;null;59.88;60.22;null;0;62.82
Mar 30 2019 15:59:33;67.71;67.0;null;60.24;60.63;null;0;62.71
Mar 30 2019 16:01:33;67.66;67.0;null;60.58;60.19;null;0;62.6
Mar 30 2019 16:03:34;67.66;67.0;null;60.91;60.24;null;0;62.49
Mar 30 2019 16:05:35;67.65;67.0;null;61.19;60.95;null;0;62.38
Mar 30 2019 16:07:36;67.55;67.0;null;61.47;60.44;null;0;62.26
Mar 30 2019 16:09:36;67.55;67.0;null;61.7;59.8;null;0;62.15
Mar 30 2019 16:11:37;67.54;67.0;null;61.92;60.76;null;0;62.15
Mar 30 2019 16:13:38;67.51;67.0;null;62.13;61.34;null;0;62.04
Mar 30 2019 16:15:39;67.44;67.0;null;62.27;60.68;null;0;62.15
Mar 30 2019 16:17:39;67.44;67.0;null;62.48;60.75;null;0;62.15
Mar 30 2019 16:19:40;67.44;67.0;null;62.62;61.96;null;0;62.26
Mar 30 2019 16:21:41;67.43;67.0;null;62.82;62.02;null;0;62.26
Mar 30 2019 16:23:42;67.39;67.0;null;62.93;60.97;null;0;62.38
Mar 30 2019 16:23:50;67.38;67.0;null;62.93;60.92;null;4;62.38
Mar 30 2019 16:25:51;67.38;67.0;null;62.59;60.19;null;4;62.49
Mar 30 2019 16:27:47;67.32;67.0;null;61.8;60.5;null;0;62.94
Mar 30 2019 16:29:47;67.32;67.0;null;60.71;61.33;null;0;63.39
Mar 30 2019 16:31:48;67.23;67.0;null;60.05;62.27;null;0;63.72
Mar 30 2019 16:33:49;67.21;67.0;null;60.01;62.67;null;0;63.72
